time_s,mor1,mor2,mor3,mor4,mor5,mor6,mor7,mor8,mor9,mor10,mor11,mor12,noon1,noon2,noon3,noon4,noon5,noon6,noon7,noon8,noon9,noon10,noon11,noon12,eve1,eve2,eve3,eve4,eve5,eve6,eve7,eve8,eve9,eve10,eve11,eve12,normal
1370,80.65,72.75,84.04,86.03,82.38,78.18,82.25,77.48,91.68,77.97,81.54,81.67,79.44,72.05,78.69,84.13,88.6,76.75,0.0,81.43,87.94,0.0,75.78,72.64,80.68,0.0,86.05,80.5,0.0,87.86,79.43,0.0,0.0,75.22,78.29,0.0,72.24
1375,80.36,74.9,82.05,82.82,79.62,78.79,80.27,77.06,92.06,78.19,79.18,81.43,79.2,72.69,79.7,83.91,86.73,79.06,0.0,79.69,88.26,0.0,77.02,73.47,80.46,0.0,83.39,77.22,0.0,64.67,79.98,0.0,0.0,72.73,79.91,0.0,72.02
1380,80.07,75.64,81.05,81.37,78.18,79.51,79.88,76.19,91.85,78.94,77.36,82.75,79.01,75.12,80.82,83.79,83.69,78.73,0.0,78.28,87.38,0.0,78.02,74.19,80.24,0.0,81.85,74.17,0.0,0.0,80.38,0.0,0.0,69.83,78.4,0.0,71.81
1385,79.78,76.83,81.58,80.92,78.06,77.49,79.33,76.26,92.37,77.19,76.11,82.81,78.89,76.06,81.28,81.2,80.59,79.01,0.0,76.69,84.78,0.0,77.24,76.75,80.03,0.0,82.15,72.88,0.0,0.0,80.07,0.0,0.0,67.78,76.05,0.0,71.62
1390,79.51,76.55,82.51,82.23,78.77,76.1,79.12,76.98,90.88,75.84,76.18,82.09,78.8,76.65,79.27,81.26,78.05,78.24,0.0,77.14,83.26,0.0,75.82,77.68,79.81,0.0,83.66,74.25,0.0,0.0,79.58,0.0,0.0,68.5,72.44,0.0,71.42
1395,79.24,75.34,82.67,82.13,79.56,75.06,79.87,78.19,89.82,75.58,76.16,80.55,78.69,75.64,76.78,81.08,79.04,78.03,0.0,76.93,82.94,0.0,75.42,78.5,79.53,0.0,84.5,76.45,0.0,0.0,78.24,0.0,0.0,71.51,70.81,0.0,71.21
1400,78.99,74.37,81.58,80.83,79.18,76.19,80.85,78.41,88.62,78.48,74.99,78.46,78.52,77.18,73.97,81.54,80.27,77.34,0.0,77.62,85.02,0.0,76.79,75.93,79.12,0.0,85.47,77.6,0.0,0.0,76.7,0.0,0.0,75.81,70.28,0.0,70.95
1405,78.76,74.99,81.34,80.26,78.14,77.06,81.17,77.77,87.92,79.12,74.42,78.2,78.27,78.09,72.41,82.1,18.97,75.49,0.0,77.65,5.97,0.0,77.49,73.06,78.58,0.0,85.14,77.24,0.0,0.0,74.26,0.0,0.0,76.66,70.81,0.0,70.65
1410,78.57,77.27,80.1,80.56,75.42,78.43,81.0,75.68,86.9,78.87,73.35,77.56,77.88,78.09,72.69,43.79,0.0,74.54,0.0,79.02,0.0,0.0,77.83,71.49,77.99,0.0,83.4,76.03,0.0,0.0,74.71,0.0,0.0,74.41,70.48,0.0,70.31
1415,78.46,78.29,79.05,82.07,71.5,78.55,80.14,73.55,84.92,77.49,75.22,78.0,77.33,76.8,73.84,0.0,0.0,71.75,0.0,81.6,0.0,0.0,77.14,73.13,50.54,0.0,79.92,75.1,0.0,0.0,74.9,0.0,0.0,72.35,69.29,0.0,69.93
1420,78.45,77.4,76.47,82.05,70.24,78.28,80.44,71.78,83.74,78.6,76.42,77.05,76.66,75.61,76.27,0.0,0.0,70.87,0.0,83.2,0.0,0.0,78.82,74.76,0.0,0.0,77.91,73.42,0.0,0.0,76.52,0.0,0.0,72.48,67.18,0.0,69.53
1425,78.52,74.62,75.79,81.38,70.62,77.93,82.65,70.66,82.01,81.49,78.21,78.57,76.0,76.09,76.88,0.0,0.0,69.61,0.0,82.75,0.0,0.0,79.26,74.23,0.0,0.0,77.44,71.12,0.0,0.0,74.45,0.0,0.0,73.21,65.76,0.0,68.92
1430,78.62,72.87,76.33,79.73,75.24,77.73,85.3,70.21,83.68,84.1,76.31,81.2,75.48,75.44,76.74,0.0,0.0,69.11,0.0,80.31,0.0,0.0,78.2,71.79,0.0,0.0,76.97,68.62,0.0,0.0,73.67,0.0,0.0,72.31,65.12,0.0,67.79
1435,79.77,72.35,80.2,79.1,77.59,78.3,87.7,71.64,88.05,85.72,74.77,83.95,72.16,73.07,71.15,0.0,0.0,66.31,0.0,76.7,0.0,0.0,72.71,66.69,0.0,0.0,72.17,62.68,0.0,0.0,67.77,0.0,0.0,66.05,61.4,0.0,65.67
1440,82.24,74.36,85.33,80.74,81.25,79.87,24.69,75.79,94.76,86.17,75.03,84.97,67.0,68.11,63.95,0.0,0.0,60.85,0.0,72.09,0.0,0.0,66.08,60.76,0.0,0.0,62.44,54.75,0.0,0.0,60.58,0.0,0.0,57.75,54.63,0.0,62.75
1445,85.62,76.86,90.91,86.51,82.08,84.12,0.0,80.86,98.84,84.86,78.93,84.17,60.04,61.15,55.89,0.0,0.0,55.76,0.0,64.05,0.0,0.0,59.59,54.56,0.0,0.0,50.74,44.31,0.0,0.0,49.1,0.0,0.0,46.64,45.02,0.0,59.59
1450,87.26,78.58,92.14,93.08,83.91,85.85,0.0,82.76,98.24,82.76,83.07,84.09,57.17,56.74,52.72,0.0,0.0,53.7,0.0,58.63,0.0,0.0,55.69,51.74,0.0,0.0,43.58,39.82,0.0,0.0,42.71,0.0,0.0,40.21,39.45,0.0,57.32
1455,86.23,77.29,89.32,95.19,83.0,85.22,0.0,80.99,66.71,80.4,84.7,80.33,56.9,55.11,53.83,0.0,0.0,55.62,0.0,55.68,0.0,0.0,54.18,51.91,0.0,0.0,42.56,38.68,0.0,0.0,40.64,0.0,0.0,37.34,38.01,0.0,56.41
1460,83.14,73.78,84.33,89.94,81.08,80.31,0.0,77.5,0.0,78.4,82.32,0.0,59.97,57.82,56.72,0.0,0.0,59.56,0.0,58.34,0.0,0.0,56.25,53.77,0.0,0.0,46.99,42.57,0.0,0.0,43.07,0.0,0.0,39.38,41.3,0.0,57.03
1465,79.77,69.64,80.77,83.22,78.78,77.16,0.0,75.19,0.0,76.22,78.91,0.0,63.87,61.97,61.52,0.0,0.0,63.5,0.0,63.18,0.0,0.0,61.11,57.41,0.0,0.0,54.56,47.5,0.0,0.0,47.43,0.0,0.0,44.77,47.92,0.0,58.63
1470,76.58,67.32,78.47,77.62,76.65,74.03,0.0,73.28,0.0,71.41,74.82,0.0,68.41,66.7,63.67,0.0,0.0,68.0,0.0,69.3,0.0,0.0,67.22,61.03,0.0,0.0,62.37,54.76,0.0,0.0,53.41,0.0,0.0,51.69,56.51,0.0,60.55
1475,73.15,66.22,75.9,74.87,74.42,70.94,0.0,70.81,0.0,67.06,71.97,0.0,71.66,70.1,66.96,0.0,0.0,70.1,0.0,73.34,0.0,0.0,71.28,65.84,0.0,0.0,66.82,62.05,0.0,0.0,60.64,0.0,0.0,58.44,64.07,0.0,61.91
1480,69.31,64.53,72.1,71.51,70.25,66.43,0.0,66.0,0.0,63.21,68.19,0.0,72.43,71.11,67.02,0.0,0.0,70.51,0.0,73.62,0.0,0.0,72.21,67.62,0.0,0.0,67.53,66.28,0.0,0.0,66.09,0.0,0.0,61.69,66.11,0.0,62.15
1485,65.56,62.63,66.66,68.31,65.39,61.75,0.0,62.29,0.0,62.48,64.25,0.0,71.22,68.8,68.02,0.0,0.0,67.38,0.0,71.43,0.0,0.0,72.24,68.24,0.0,0.0,66.19,67.84,0.0,0.0,66.86,0.0,0.0,64.57,63.34,0.0,61.25
1490,62.42,59.81,61.82,63.77,59.41,58.73,0.0,58.78,0.0,61.65,60.03,0.0,69.12,65.18,66.75,0.0,0.0,64.81,0.0,67.69,0.0,0.0,70.77,65.33,0.0,0.0,67.68,67.0,0.0,0.0,65.47,0.0,0.0,64.67,59.58,0.0,59.69
1495,60.17,58.24,14.02,59.71,53.97,54.92,0.0,57.45,0.0,59.89,57.33,0.0,67.11,62.5,65.18,0.0,0.0,62.68,0.0,65.11,0.0,0.0,70.1,63.0,0.0,0.0,68.94,67.4,0.0,0.0,63.29,0.0,0.0,62.93,57.91,0.0,58.15
1500,58.73,56.35,0.0,56.5,49.46,0.0,0.0,55.65,0.0,56.83,56.07,0.0,65.59,62.29,63.44,0.0,0.0,61.23,0.0,62.78,0.0,0.0,68.45,60.04,0.0,0.0,70.6,67.45,0.0,0.0,44.84,0.0,0.0,58.22,58.24,0.0,57.06
